id,Category,name,subtitle,price,discount_price,main_image_url,secondary_image_url,nutritional_info
1037,Tortitas,Tortitas de legumbres y arroz Hacendado,Paquete 4 packs (109 g),"1,75 €",,https://prod-mercadona.imgix.net/images/00f57dcdc1bd8968a6f09c83d72db86f.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/285acb50e87050efc0db67f51813c355.jpg?fit=crop&h=600&w=600,"Tortitas de legumbres y arroz Hacendado, Paquete, 4 packs (109 g), 1,75€ por Unidad"
1038,Tortitas,Tortitas de maíz con sabor a jamón Hacendado,Paquete 4 packs (140 g),"1,75 €",,https://prod-mercadona.imgix.net/images/0973b89ef01a231223178e04aeb3ceec.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/3c4ff47c18e28f8d93f5e1f8ccd37d1b.jpg?fit=crop&h=600&w=600,"Tortitas de maíz con sabor a jamón Hacendado, Paquete, 4 packs (140 g), 1,75€ por Unidad"
1039,Tortitas,Tortitas de maíz campestre Hacendado,Paquete 4 packs (140 g),"1,75 €",,https://prod-mercadona.imgix.net/images/d649c895d3ea7e28ca987ab86633f0da.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/238c6e5bace70df81aafd619a5d6e412.jpg?fit=crop&h=600&w=600,"Tortitas de maíz campestre Hacendado, Paquete, 4 packs (140 g), 1,75€ por Unidad"
1040,Huevos,Huevos,Paquete 24 ud.,"4,75 €",,https://prod-mercadona.imgix.net/images/bdad77c847511bc5d6fa8e5fcc533823.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/9f8759f79dad9422c0f6a5c2232c47bb.jpg?fit=crop&h=600&w=600,"Huevos, Paquete, 24 Unidades, 4,75€ por Unidad"
1041,Huevos,Huevos super grandes XL,Paquete 12 ud.,"3,90 €",,https://prod-mercadona.imgix.net/images/a13de75b46324245bd99979ec396cb7a.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/6c1a2954855edd1e01f99d7c8211222a.jpg?fit=crop&h=600&w=600,"Huevos super grandes XL, Paquete, 12 Unidades, 3,90€ por Unidad"
1042,Huevos,Huevos grandes L,Paquete 12 ud.,"2,80 €",,https://prod-mercadona.imgix.net/images/caff2c1966c9890184b1a49c72679ad1.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/a270cca51393b710f1b383feab290921.jpg?fit=crop&h=600&w=600,"Huevos grandes L, Paquete, 12 Unidades, 2,80€ por Unidad"
1043,Huevos,Huevos grandes L,Paquete 6 ud.,"1,50 €",,https://prod-mercadona.imgix.net/images/46ee35a145ca8f1985b9819a3e3fffb7.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/8eb59ea4046d9f3bb5193fea369f15a4.jpg?fit=crop&h=600&w=600,"Huevos grandes L, Paquete, 6 Unidades, 1,50€ por Unidad"
1044,Huevos,Huevos medianos M,Paquete 12 ud.,"2,60 €",,https://prod-mercadona.imgix.net/images/60ac0a5f95a6be0d28e3c89a49e1a41e.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/8af277acd09c2e3a46130073ae3b0388.jpg?fit=crop&h=600&w=600,"Huevos medianos M, Paquete, 12 Unidades, 2,60€ por Unidad"
1045,Huevos,Huevos de gallinas camperas,Paquete 12 ud.,"3,22 €",,https://prod-mercadona.imgix.net/images/6a5e44a4aafa0ef4a9d22784b2061c0c.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/9bb9f4e6ea1afd7002706ed0e1030f12.jpeg?fit=crop&h=600&w=600,"Huevos de gallinas camperas, Paquete, 12 Unidades, 3,22€ por Unidad"
1046,Huevos,Huevos de gallinas camperas,Paquete 6 ud.,"1,90 €",,https://prod-mercadona.imgix.net/images/4bc3008a4b3a3a6ef4377ff6497cf723.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/8e24ea2dd30e18f098b3b1b13773b97c.jpg?fit=crop&h=600&w=600,"Huevos de gallinas camperas, Paquete, 6 Unidades, 1,90€ por Unidad"
1047,Huevos,Huevos cocidos,Paquete 6 ud.,"1,95 €",,https://prod-mercadona.imgix.net/images/415028c8977c97560369dcebb4c2357d.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/0f40545f3e31d01664e0d31f395acad9.jpg?fit=crop&h=600&w=600,"Huevos cocidos, Paquete, 6 Unidades, 1,95€ por Unidad"
1048,Huevos,Huevos de codorniz,Paquete 18 ud.,"1,85 €",,https://prod-mercadona.imgix.net/images/f884227376ae28f6d79420714cad0f6a.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/8b9f29fd9af69427e2b40444310efe79.jpg?fit=crop&h=600&w=600,"Huevos de codorniz, Paquete, 18 Unidades, 1,85€ por Unidad"
1049,Huevos,Claras de huevo líquidas pasteurizadas,Botella 1 L,"2,85 €",,https://prod-mercadona.imgix.net/images/cde7e603fa71c589abe8e10279bd36ab.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/f283981033e4355ba349e3d40d229d10.jpg?fit=crop&h=600&w=600,"Claras de huevo líquidas pasteurizadas, Botella, 1 Litro, 2,85€ por Unidad"
1050,Huevos,Claras de huevo líquidas pasteurizadas,Botella 300 ml,"1,70 €",,https://prod-mercadona.imgix.net/images/b40abf149eb42080eb449e0bdc83bda0.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/51b2539803d3ec07aa0f8a7e8da24882.jpg?fit=crop&h=600&w=600,"Claras de huevo líquidas pasteurizadas, Botella, 300 Mililitros, 1,70€ por Unidad"
1051,Velas y decoración,Vela de cumpleaños 0 Hacendado,Paquete 1 ud.,"0,75 €",,https://prod-mercadona.imgix.net/images/45183d7119ceca5970daa4832ff5aeff.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/e59d7ea906c29aeba04acd3363c6c6da.jpg?fit=crop&h=600&w=600,"Vela de cumpleaños 0 Hacendado, Paquete, 1 Unidad, 0,75€ por Unidad"
1052,Velas y decoración,Vela de cumpleaños 1 Hacendado,Paquete 1 ud.,"0,75 €",,https://prod-mercadona.imgix.net/images/5ba85000072fc13d1b6c027e3cd99793.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/2a83ff9545aa6a7aaf36b605c230fb34.jpg?fit=crop&h=600&w=600,"Vela de cumpleaños 1 Hacendado, Paquete, 1 Unidad, 0,75€ por Unidad"
1053,Velas y decoración,Vela de cumpleaños 2 Hacendado,Paquete 1 ud.,"0,75 €",,https://prod-mercadona.imgix.net/images/5af149434f48e5af05ec3c21ed761ca3.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/a1139dd592652f0cf31d077a4619fbb8.jpg?fit=crop&h=600&w=600,"Vela de cumpleaños 2 Hacendado, Paquete, 1 Unidad, 0,75€ por Unidad"
1054,Velas y decoración,Vela de cumpleaños 3 Hacendado,Paquete 1 ud.,"0,75 €",,https://prod-mercadona.imgix.net/images/64d9f5c904bb110bbe8b7a506b01a0d6.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/6874a3300f4fa0cf7a23016f92836a55.jpg?fit=crop&h=600&w=600,"Vela de cumpleaños 3 Hacendado, Paquete, 1 Unidad, 0,75€ por Unidad"
1055,Velas y decoración,Vela de cumpleaños 4 Hacendado,Paquete 1 ud.,"0,75 €",,https://prod-mercadona.imgix.net/images/5038846d596736e8bb3b25bb38eb7da8.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/a7ba390f634fe3f0d78e21662a375ffe.jpg?fit=crop&h=600&w=600,"Vela de cumpleaños 4 Hacendado, Paquete, 1 Unidad, 0,75€ por Unidad"
1056,Velas y decoración,Vela de cumpleaños 5 Hacendado,Paquete 1 ud.,"0,75 €",,https://prod-mercadona.imgix.net/images/875e4c11df11a30b641c65c22ab580ea.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/bde71553a32d339c80dd57e0c09a6cf9.jpg?fit=crop&h=600&w=600,"Vela de cumpleaños 5 Hacendado, Paquete, 1 Unidad, 0,75€ por Unidad"
1057,Velas y decoración,Vela de cumpleaños 6 Hacendado,Paquete 1 ud.,"0,75 €",,https://prod-mercadona.imgix.net/images/f40ce2da306aebdd41587bbbd5eb171e.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/60995c199022a8e634df4a96cfb2dd27.jpg?fit=crop&h=600&w=600,"Vela de cumpleaños 6 Hacendado, Paquete, 1 Unidad, 0,75€ por Unidad"
1058,Velas y decoración,Vela de cumpleaños 7 Hacendado,Paquete 1 ud.,"0,75 €",,https://prod-mercadona.imgix.net/images/94b2050370965d1608f30aea2d20ccd9.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/b4a5fef100e07a921801073382b0d5e1.jpg?fit=crop&h=600&w=600,"Vela de cumpleaños 7 Hacendado, Paquete, 1 Unidad, 0,75€ por Unidad"
1059,Velas y decoración,Vela de cumpleaños 8 Hacendado,Paquete 1 ud.,"0,75 €",,https://prod-mercadona.imgix.net/images/9c81069604399005388d18c65db37768.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/f5778fbca6c2abeff67afb2f1bf48f67.jpg?fit=crop&h=600&w=600,"Vela de cumpleaños 8 Hacendado, Paquete, 1 Unidad, 0,75€ por Unidad"
1060,Velas y decoración,Vela de cumpleaños 9 Hacendado,Paquete 1 ud.,"0,75 €",,https://prod-mercadona.imgix.net/images/4f95f780a085b200533e58ea86884f6c.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/a8b8eed407bcbd85ac9cceada0531371.jpg?fit=crop&h=600&w=600,"Vela de cumpleaños 9 Hacendado, Paquete, 1 Unidad, 0,75€ por Unidad"
1061,Velas y decoración,Velas de cumpleaños Hacendado,Paquete 20 velas,"0,90 €",,https://prod-mercadona.imgix.net/images/e2969be250d3c51c6630a2839f65e1fc.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/fb7b33f677e78dfce0f7439521fdd580.jpg?fit=crop&h=600&w=600,"Velas de cumpleaños Hacendado, Paquete, 20 velas, 0,90€ por Unidad"
1062,Velas y decoración,Almendra molida Hacendado,Paquete 125 g,"2,15 €",,https://prod-mercadona.imgix.net/images/e981738e3b8397ebb3fa516148a66768.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/fb00543914e2707ab8ed97daa540dcbd.jpg?fit=crop&h=600&w=600,"Almendra molida Hacendado, Paquete, 125 Gramos, 2,15€ por Unidad"
1063,Velas y decoración,Coco rallado Hacendado,Paquete 125 g,"1,30 €",,https://prod-mercadona.imgix.net/images/17a3c5a1186ddd174b059668c48c859c.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/8935e414e570ea12c37b73e04ae3c621.jpg?fit=crop&h=600&w=600,"Coco rallado Hacendado, Paquete, 125 Gramos, 1,30€ por Unidad"
1064,Velas y decoración,Caramelo líquido Hacendado,Bote 300 g,"1,75 €",,https://prod-mercadona.imgix.net/images/8794456873b6e321137e0ce2c6f59a94.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/c273bd83a66a58eb522273d1b5817228.jpg?fit=crop&h=600&w=600,"Caramelo líquido Hacendado, Bote, 300 Gramos, 1,75€ por Unidad"
1065,Velas y decoración,Fideos de chocolate Hacendado,Paquete 100 g,"1,75 €",,https://prod-mercadona.imgix.net/images/2edc66f0eb9284ea9039f1c605336b9f.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/3240ee13603855aaf278b35f19544a13.jpg?fit=crop&h=600&w=600,"Fideos de chocolate Hacendado, Paquete, 100 Gramos, 1,75€ por Unidad"
1066,Velas y decoración,Azúcar vainillado Hacendado,Paquete 120 g,"1,00 €",,https://prod-mercadona.imgix.net/images/3d2edbcf8bec1cc5bcf89ec1d92bc5f3.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/0df1ec7389a7a667063a157d4e5e9c37.jpg?fit=crop&h=600&w=600,"Azúcar vainillado Hacendado, Paquete, 120 Gramos, 1,00€ por Unidad"
1067,Velas y decoración,Cacahuete +Proteínas en polvo desgrasado Hacendado 14 g proteínas 70% reducido en grasa,Paquete 200 g,"2,75 €",,https://prod-mercadona.imgix.net/images/d7d92dd4c1eaf7f4cacb42fcf24d0019.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/3172e30fb7444a1f977d65895a8a04f0.jpg?fit=crop&h=600&w=600,"Cacahuete +Proteínas en polvo desgrasado Hacendado 14 g proteínas 70% reducido en grasa, Paquete, 200 Gramos, 2,75€ por Unidad"
1068,Velas y decoración,Topping de chocolate avellana Hacendado,Bote 300 g,"2,50 €",,https://prod-mercadona.imgix.net/images/294846f71a06d35c7c8b0b39f2389e04.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/cee2b11ae6184f7e9e718cd553249a0e.jpg?fit=crop&h=600&w=600,"Topping de chocolate avellana Hacendado, Bote, 300 Gramos, 2,50€ por Unidad"
1069,Velas y decoración,Almendra palitos Hacendado,Paquete 100 g,"1,85 €",,https://prod-mercadona.imgix.net/images/a2300bd02a8f7d62bef999bb8fa5b732.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/23cfcb21c72338094db09e5b3dcdb8b5.jpg?fit=crop&h=600&w=600,"Almendra palitos Hacendado, Paquete, 100 Gramos, 1,85€ por Unidad"
1070,Bollería envasada,Magdalenas Hacendado,Paquete 16 ud. (550 g),"1,95 €",,https://prod-mercadona.imgix.net/images/db9a51935cf3665bfdfb767d6d96601c.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/2ea427b5730e79ee4874fba439e2a24c.jpg?fit=crop&h=600&w=600,"Magdalenas Hacendado, Paquete, 16 Unidades (550 g), 1,95€ por Unidad"
1071,Bollería envasada,Valencianas Hacendado,Paquete 12 ud. (700 g),"2,40 €",,https://prod-mercadona.imgix.net/images/86a9fa950e3879e0daf0ca36180aee83.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/5d5171d4430522c4520128ac1656fdd8.jpg?fit=crop&h=600&w=600,"Valencianas Hacendado, Paquete, 12 Unidades (700 g), 2,40€ por Unidad"
1072,Bollería envasada,Croissant Hacendado,Paquete 12 ud. (430 g),"1,85 €",,https://prod-mercadona.imgix.net/images/2c82ab40cdbb12f72fb5c116d1887d0e.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/4ffe455a8f035eaeeca0ab7cdacca2d2.jpg?fit=crop&h=600&w=600,"Croissant Hacendado, Paquete, 12 Unidades (430 g), 1,85€ por Unidad"
1073,Bollería envasada,Croissant relleno de crema al cacao Hacendado,Paquete 9 ud. (375 g),"1,95 €",,https://prod-mercadona.imgix.net/images/cc93709a5e1b83443f90f51845f6f30e.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/38d7b00be3148f44db0638c5de9ea1a9.jpg?fit=crop&h=600&w=600,"Croissant relleno de crema al cacao Hacendado, Paquete, 9 Unidades (375 g), 1,95€ por Unidad"
1074,Bollería envasada,Fartons tradicionales Polo,Paquete 6 ud. (120 g),"1,30 €",,https://prod-mercadona.imgix.net/images/da8031e1be328cd085d689a95c9528b1.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/87dee5a9ad384ea7b1fb3e88ed6cdfc5.jpg?fit=crop&h=600&w=600,"Fartons tradicionales Polo, Paquete, 6 Unidades (120 g), 1,30€ por Unidad"
1075,Bollería envasada,Bollo con pepitas de chocolate Hacendado Choco Buns,Paquete 6 bolsitas (250 g),"1,65 €",,https://prod-mercadona.imgix.net/images/3c54fa2c63572efdb7ca3059458fada9.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/70c2720a308ab379e6b84bbf11160349.jpg?fit=crop&h=600&w=600,"Bollo con pepitas de chocolate Hacendado Choco Buns, Paquete, 6 bolsitas (250 g), 1,65€ por Unidad"
1076,Bollería envasada,Ensaimadas Hacendado,Paquete 9 ud. (350 g),"1,70 €",,https://prod-mercadona.imgix.net/images/77b0a5b3d76ae942055a99cefa8d6c36.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/ab448a31af13a85ad7c30fa7c3ac01ec.jpg?fit=crop&h=600&w=600,"Ensaimadas Hacendado, Paquete, 9 Unidades (350 g), 1,70€ por Unidad"
1077,Bollería envasada,Pan de leche Hacendado,Paquete 12 ud. (480 g),"1,80 €",,https://prod-mercadona.imgix.net/images/91121503647f92da9fa6d7d56357c99c.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/727d33a50e96c55bdbb6e9a55a265119.jpg?fit=crop&h=600&w=600,"Pan de leche Hacendado, Paquete, 12 Unidades (480 g), 1,80€ por Unidad"
1078,Bollería envasada,Bocaditos bañados al cacao Hacendado,Paquete 6 ud. (500 g),"2,15 €",,https://prod-mercadona.imgix.net/images/fb140c6c8aa6d25567c5947d86a13a26.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/0a7121afbc875db16ee302a3595b9b7f.jpg?fit=crop&h=600&w=600,"Bocaditos bañados al cacao Hacendado, Paquete, 6 Unidades (500 g), 2,15€ por Unidad"
1079,Bollería envasada,Sobaos Hacendado,Paquete 18 ud. (480 g),"2,00 €",,https://prod-mercadona.imgix.net/images/da9142870ffe1a47746b2c3f02c71716.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/2c7056570f0bc886c546de48839f9c64.jpg?fit=crop&h=600&w=600,"Sobaos Hacendado, Paquete, 18 Unidades (480 g), 2,00€ por Unidad"
1080,Bollería envasada,Crepes rellenos de chocolate Hacendado,Paquete 6 ud. (192 g),"1,45 €",,https://prod-mercadona.imgix.net/images/8defc27a8756cc97b46e42337d79e6a4.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/ff4333fa10967de6f913837b0475e5d1.jpg?fit=crop&h=600&w=600,"Crepes rellenos de chocolate Hacendado, Paquete, 6 Unidades (192 g), 1,45€ por Unidad"
1081,Bollería envasada,Palmeritas Hacendado,Paquete 24 ud. (270 g),"1,45 €",,https://prod-mercadona.imgix.net/images/f7e8b4eb946ff9f57c33f09762a9f047.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/16978af98dccb5461f7f7cc6210ef6e4.jpg?fit=crop&h=600&w=600,"Palmeritas Hacendado, Paquete, 24 Unidades (270 g), 1,45€ por Unidad"
1082,Bollería envasada,Gofres clásicos Hacendado,Paquete 2 ud. (220 g),"1,25 €",,https://prod-mercadona.imgix.net/images/8e72c208a9987840d91034512fe2d64b.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/ef66cc716d5606505f592f1b504dffcb.jpg?fit=crop&h=600&w=600,"Gofres clásicos Hacendado, Paquete, 2 Unidades (220 g), 1,25€ por Unidad"
1083,Bollería envasada,Gofres con chocolate Hacendado,Paquete 2 ud. (280 g),"1,50 €",,https://prod-mercadona.imgix.net/images/e892d887f86cd335b084fc60d887da02.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/8c3d34f1776ab5a94dbe763dd322a1f9.jpg?fit=crop&h=600&w=600,"Gofres con chocolate Hacendado, Paquete, 2 Unidades (280 g), 1,50€ por Unidad"
1084,Bollería envasada,Napolitanas con relleno de cacao Hacendado,Paquete 8 ud. (370 g),"1,80 €",,https://prod-mercadona.imgix.net/images/761e1310d9efe5ec24a4d022990904bb.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/22e2c63bb895d28b8ec7a8bc4d9c7b28.jpg?fit=crop&h=600&w=600,"Napolitanas con relleno de cacao Hacendado, Paquete, 8 Unidades (370 g), 1,80€ por Unidad"
1085,Bollería envasada,Rosegones pasta de almendras Hacendado,Paquete 250 g,"1,90 €",,https://prod-mercadona.imgix.net/images/8b0cc78315d96d2300bac835e17ad8ad.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/e267796e55be0c5c2fdcc7cc22d36a6d.jpg?fit=crop&h=600&w=600,"Rosegones pasta de almendras Hacendado, Paquete, 250 Gramos, 1,90€ por Unidad"
1086,Bollería envasada,Bizcochos Hacendado,Paquete 24 ud. (300 g),"1,75 €",,https://prod-mercadona.imgix.net/images/4fba1503f1b274ccc7be9f90f5c05bf4.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/0ef1dfbc855708252e5bbf35896d8609.jpg?fit=crop&h=600&w=600,"Bizcochos Hacendado, Paquete, 24 Unidades (300 g), 1,75€ por Unidad"
1087,Bollería envasada,Bizcochos de huevo Hacendado,Paquete 400 g,"1,65 €",,https://prod-mercadona.imgix.net/images/56d1314642bdc0901cfaa35526b58af8.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/89b1ffa8e578d5c0c83c494d00ee47ae.jpg?fit=crop&h=600&w=600,"Bizcochos de huevo Hacendado, Paquete, 400 Gramos, 1,65€ por Unidad"
1088,Bollería envasada,Napolitanas con relleno sabor crema Hacendado,Paquete 8 ud. (370 g),"1,80 €",,https://prod-mercadona.imgix.net/images/48758998252cd09150326823332c4aa7.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/3c5b51d41169c7da0ef939a4eb97c68e.jpg?fit=crop&h=600&w=600,"Napolitanas con relleno sabor crema Hacendado, Paquete, 8 Unidades (370 g), 1,80€ por Unidad"
1089,Bollería envasada,Tortas de aceite Inés Rosales,Paquete 6 ud. (180 g),"2,10 €",,https://prod-mercadona.imgix.net/images/bcb8a5cfcad3ae65cbb352ddf3ecb3f4.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/308f20e50da87c57ac820a39da1c8aa5.jpg?fit=crop&h=600&w=600,"Tortas de aceite Inés Rosales, Paquete, 6 Unidades (180 g), 2,10€ por Unidad"
1090,Bollería envasada,Tortas de aceite Inés Rosales sin azúcar,Paquete 5 ud. (150 g),"2,65 €",,https://prod-mercadona.imgix.net/images/e3b8dced93aa8bba139818095046b1dc.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/c32ce4cbcff20ba19330d122e530f9e6.jpg?fit=crop&h=600&w=600,"Tortas de aceite Inés Rosales sin azúcar, Paquete, 5 Unidades (150 g), 2,65€ por Unidad"
1091,Bollería envasada,Bizcocho de chocolate sin gluten Hacendado,Paquete 4 ud. (200 g),"2,20 €",,https://prod-mercadona.imgix.net/images/5c22bf9d9a7c840d7483976458541c6c.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/89448105b2d4be4cabf0272549bab977.jpg?fit=crop&h=600&w=600,"Bizcocho de chocolate sin gluten Hacendado, Paquete, 4 Unidades (200 g), 2,20€ por Unidad"
1092,Bollería envasada,Magdalenas sin gluten Hacendado,Paquete 6 ud. (210 g),"2,55 €",,https://prod-mercadona.imgix.net/images/14cbe7e926f4bd03128e83ecbf68f406.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/d84a9f5b2423af3e72c9e06239ae4d5a.jpg?fit=crop&h=600&w=600,"Magdalenas sin gluten Hacendado, Paquete, 6 Unidades (210 g), 2,55€ por Unidad"
1093,Bollería envasada,Magdalenas integrales 0% azúcares añadidos Hacendado,Paquete 8 ud. (280 g),"2,00 €",,https://prod-mercadona.imgix.net/images/cd2c0019e8c2d51d7ef97d55cae6afa4.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/5144f84bf7d042a37708112159bff066.jpg?fit=crop&h=600&w=600,"Magdalenas integrales 0% azúcares añadidos Hacendado, Paquete, 8 Unidades (280 g), 2,00€ por Unidad"
1094,Bollería envasada,Magdalenas al cacao Hacendado,Paquete 9 ud. (350 g),"2,00 €",,https://prod-mercadona.imgix.net/images/b79a0bc39f0b3aeb894799ea40216295.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/852565cd9570cc2cd97243edcea11df9.jpg?fit=crop&h=600&w=600,"Magdalenas al cacao Hacendado, Paquete, 9 Unidades (350 g), 2,00€ por Unidad"
1095,Bollería envasada,Mantecadas Hacendado,Paquete 15 ud. (520 g),"2,15 €",,https://prod-mercadona.imgix.net/images/5239b02817b66a43202bf44b09c77a4a.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/229a4da824214bad9a859654fd73600b.jpg?fit=crop&h=600&w=600,"Mantecadas Hacendado, Paquete, 15 Unidades (520 g), 2,15€ por Unidad"
1096,Bollería envasada,Mini magdalenas con pepitas de chocolate con leche Hacendado,Paquete 270 g,"1,90 €",,https://prod-mercadona.imgix.net/images/c016e796dbf8a761318f4793d2986b48.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/d8f7fd340ce4153466b7b005afb0a3ee.jpg?fit=crop&h=600&w=600,"Mini magdalenas con pepitas de chocolate con leche Hacendado, Paquete, 270 Gramos, 1,90€ por Unidad"
1097,Bollería envasada,Caña de hojaldre rellena de crema sabor vainilla Hacendado con cobertura de cacao,Paquete 3 ud. (255 g),"1,70 €",,https://prod-mercadona.imgix.net/images/0dd24a938f5454c6f59f941436425a26.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/e8fa1a0f5c6a7f0327aa1a20708ad431.jpg?fit=crop&h=600&w=600,"Caña de hojaldre rellena de crema sabor vainilla Hacendado con cobertura de cacao, Paquete, 3 Unidades (255 g), 1,70€ por Unidad"
1098,Bollería envasada,Espiral al cacao Hacendado,64 g aprox.,"0,35 €",,https://prod-mercadona.imgix.net/images/ac0fcc11b19b5fd0ed37c44f22dad6c2.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/a4d1d398bc2066bd0e6923f9d78354d8.jpg?fit=crop&h=600&w=600,"Espiral al cacao Hacendado, 64 Gramos aprox., 0,35€ por Unidad"
1099,Bollería envasada,Bizcocho con baño de cacao Hacendado,68 g aprox.,"0,37 €",,https://prod-mercadona.imgix.net/images/63d5d97397f715c78eb00294c0d76c29.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/d8b6e1361d4e55d58258180f11c8e1fa.jpg?fit=crop&h=600&w=600,"Bizcocho con baño de cacao Hacendado, 68 Gramos aprox., 0,37€ por Unidad"
1100,Bollería envasada,Coquito,33 g aprox.,"0,18 €",,https://prod-mercadona.imgix.net/images/1fa5c5b8d08c45284f4c525bee190304.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/7030b3bbf730ac66ae3b239940ca10b8.jpg?fit=crop&h=600&w=600,"Coquito, 33 Gramos aprox., 0,18€ por Unidad"
1101,Bollería envasada,Rosquillas al cacao Hacendado,37 g aprox.,"0,20 €",,https://prod-mercadona.imgix.net/images/55a1500c334084172f9a51c384f6f4f7.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/e5659b3a603ea7c7d21c790dba69d383.jpg?fit=crop&h=600&w=600,"Rosquillas al cacao Hacendado, 37 Gramos aprox., 0,20€ por Unidad"
1102,Bollería envasada,Hojaldre cabello de Ángel Hacendado,100 g aprox.,"0,55 €",,https://prod-mercadona.imgix.net/images/fd91fdd116428e9b2bb5172452ee24b7.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/25d12dd05608bf39b50982b899566187.jpg?fit=crop&h=600&w=600,"Hojaldre cabello de Ángel Hacendado, 100 Gramos aprox., 0,55€ por Unidad"
