id,Category,name,subtitle,price,discount_price,main_image_url,secondary_image_url,nutritional_info
15,Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,Lata 42 g (29 g escurrido),"1,20 €",,https://prod-mercadona.imgix.net/images/8171455f30ce725f844a35ee92b06850.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/8bc0eb87aadec04c6ad7b07c760562a7.jpg?fit=crop&h=600&w=600,"Filetes de anchoa en aceite de oliva Hacendado, Lata, 42 Gramos (29 Gramos escurrido), 1,20€ por Unidad"
16,Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,3 bandejas x 29 g,"2,80 €",,https://prod-mercadona.imgix.net/images/e96b227b0623ad993f6595fe117dbca5.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/235786a84f46799dff4f7f2fc7214949.jpg?fit=crop&h=600&w=600,"Filetes de anchoa en aceite de oliva Hacendado, 3 bandejas x 29 Gramos, 2,80€ por Pack"
17,Salazones y ahumados,Migas de bacalao desaladas Hacendado,Bandeja 285 g aprox.,"6,50 €",,https://prod-mercadona.imgix.net/images/bedf3ce630eced0b26ff534f942487f9.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/97d02057112abb8e755438f8e9de0b63.jpg?fit=crop&h=600&w=600,"Migas de bacalao desaladas Hacendado, Bandeja, 285 Gramos aprox., 6,50€ por Unidad"
18,Salazones y ahumados,Migas de bacalao al estilo inglés Hacendado,Bandeja 80 g aprox.,"2,80 €",,https://prod-mercadona.imgix.net/images/56ff629fe51fe572a8479e4ce97bf525.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/12ffd1244463bef54a9eb295cc53143c.jpg?fit=crop&h=600&w=600,"Migas de bacalao al estilo inglés Hacendado, Bandeja, 80 Gramos aprox., 2,80€ por Unidad"
19,Salazones y ahumados,Filetes de sardina marinada Hacendado en aceite de oliva virgen extra,Bandeja 80 g (50 g escurrido),"1,45 €",,https://prod-mercadona.imgix.net/images/3326133dfcb357a04bfc5a85629f3e2f.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/a8c067247d798ed3824bec5231fccbfa.jpg?fit=crop&h=600&w=600,"Filetes de sardina marinada Hacendado en aceite de oliva virgen extra, Bandeja, 80 Gramos (50 Gramos escurrido), 1,45€ por Unidad"
20,Salazones y ahumados,Sucedáneo de caviar negro Ubago Caviartic,Tarro 75 g,"1,95 €",,https://prod-mercadona.imgix.net/images/f411c973732753399e55fcc282519560.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/aa49259311962fb2d655f0a210a223f5.jpg?fit=crop&h=600&w=600,"Sucedáneo de caviar negro Ubago Caviartic, Tarro, 75 Gramos, 1,95€ por Unidad"
21,Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,Bandeja 140 g (110 g escurrido),"6,60 €",,https://prod-mercadona.imgix.net/images/c68c86888d778e0ece5c589622dbd2dc.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/eccbcdaa1473cb0380a33a47dd2e7b57.jpg?fit=crop&h=600&w=600,"Filetes de anchoa en aceite de oliva Hacendado, Bandeja, 140 Gramos (110 Gramos escurrido), 6,60€ por Unidad"
22,Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,Lata 74 g (50 g escurrido),"3,65 €",,https://prod-mercadona.imgix.net/images/d229a9531ad489529040e38ca6e08453.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/c0f50c0e9d48a2a0affefba482a77d08.jpg?fit=crop&h=600&w=600,"Filetes de anchoa en aceite de oliva Hacendado, Lata, 74 Gramos (50 Gramos escurrido), 3,65€ por Unidad"
23,Salazones y ahumados,Boquerones aliñados Hacendado,Bandeja 80 g (60 g escurrido),"1,70 €",,https://prod-mercadona.imgix.net/images/a684e4c575e2e7a19c068b579afa2dc0.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/1c91273bf7fb03b532e0e00c18fabc8d.jpg?fit=crop&h=600&w=600,"Boquerones aliñados Hacendado, Bandeja, 80 Gramos (60 Gramos escurrido), 1,70€ por Unidad"
24,Salazones y ahumados,Salmón ahumado Hacendado,Paquete 100 g aprox.,"3,80 €",,https://prod-mercadona.imgix.net/images/1c33994a290d017fe91f36305668076d.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/6bed6e8f98ffa842d4bf6cadbd8087f5.jpg?fit=crop&h=600&w=600,"Salmón ahumado Hacendado, Paquete, 100 Gramos aprox., 3,80€ por Unidad"
25,Salazones y ahumados,Salmón ahumado Hacendado,2 paquetes x 150 g,"10,80 €",,https://prod-mercadona.imgix.net/images/871877ddaa4bb04a542990acb5bdc44b.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/49cad69277f0b495b85d6cf804313033.jpg?fit=crop&h=600&w=600,"Salmón ahumado Hacendado, 2 paquetes x 150 Gramos, 10,80€ por Pack"
26,Salazones y ahumados,Bacalao ahumado Hacendado en aceite de girasol,Bandeja 110 g (80 g escurrido),"3,45 €",,https://prod-mercadona.imgix.net/images/53bcdc01a58152e992e00eab74f3ad2f.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/e2e42af3e031af792b4f73d04721a6c8.jpg?fit=crop&h=600&w=600,"Bacalao ahumado Hacendado en aceite de girasol, Bandeja, 110 Gramos (80 Gramos escurrido), 3,45€ por Unidad"
27,Salazones y ahumados,Salmón marinado Hacendado,Paquete 80 g,"3,50 €",,https://prod-mercadona.imgix.net/images/e2241704fded07615a9446800c593e44.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/bc517b4639fd8350e1e5f13d0d851d14.jpg?fit=crop&h=600&w=600,"Salmón marinado Hacendado, Paquete, 80 Gramos, 3,50€ por Unidad"
28,Salazones y ahumados,Filetes de sardina ahumada Hacendado en aceite de girasol,Bandeja 85 g (65 g escurrido),"2,05 €",,https://prod-mercadona.imgix.net/images/c6505f49247832835afcd3eddc8f0f2d.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/c294bf3c3c6509a4d7bafca149cf1546.jpg?fit=crop&h=600&w=600,"Filetes de sardina ahumada Hacendado en aceite de girasol, Bandeja, 85 Gramos (65 Gramos escurrido), 2,05€ por Unidad"
29,Salazones y ahumados,Taquitos de salmón ahumado Hacendado,Paquete 100 g,"3,80 €",,https://prod-mercadona.imgix.net/images/8fcc57e7b49d3a0d3416acd77110e8f0.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/cbb93c0a13d83a2717107a8e5fe5b524.jpg?fit=crop&h=600&w=600,"Taquitos de salmón ahumado Hacendado, Paquete, 100 Gramos, 3,80€ por Unidad"
30,Salazones y ahumados,Mojama de atún extra Hacendado lonchas,Paquete 50 g,"3,50 €",,https://prod-mercadona.imgix.net/images/0b4dc75f5bfef8a4c412c43bb7391441.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/98e8aa44e6562edcfa608093d6b1635f.jpg?fit=crop&h=600&w=600,"Mojama de atún extra Hacendado lonchas, Paquete, 50 Gramos, 3,50€ por Unidad"
31,Conejo y cordero,Medio conejo troceado,Bandeja 600 g aprox.,"5,31 €",,https://prod-mercadona.imgix.net/images/746dac30684b70e68c1b310889a4b1ca.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/a500a3afcdc3ed44ce24cda192b2caf6.jpg?fit=crop&h=600&w=600,"Medio conejo troceado, Bandeja, 600 Gramos aprox., 5,31€ por Unidad"
32,Conejo y cordero,Conejo entero,"Pieza 1,21 kg aprox.","9,74 €",,https://prod-mercadona.imgix.net/images/9d4f2a1f38c18b9e3ea6e4523882a709.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/0fd481043d9d199ecd38a580ee025402.jpg?fit=crop&h=600&w=600,"Conejo entero, Pieza, 1,21 Kilos aprox., 9,74€ por Unidad"
33,Conejo y cordero,Paletillas de conejo,Bandeja 400 g aprox.,"7,96 €",,https://prod-mercadona.imgix.net/images/0475939d6f08c0930158c932d90dfea4.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/a3be9279effab1bc9b2adcbf1b9181b0.jpg?fit=crop&h=600&w=600,"Paletillas de conejo, Bandeja, 400 Gramos aprox., 7,96€ por Unidad"
34,Conejo y cordero,Chuletas de cordero palo y riñonada,Bandeja 430 g aprox.,"12,47 €",,https://prod-mercadona.imgix.net/images/a28a01beda3e17fddbbc86218fd613fb.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/0d51ebd92a12b9852bf14ecd4107c984.jpg?fit=crop&h=600&w=600,"Chuletas de cordero palo y riñonada, Bandeja, 430 Gramos aprox., 12,47€ por Unidad"
35,Conejo y cordero,Filetes hígado de cordero,Bandeja 340 g aprox.,"4,42 €",,https://prod-mercadona.imgix.net/images/47f01d1d3ef8a86ea6548bad5c1c1bd2.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/fedaaba5ca7d02188c89d0bc8ce05003.jpg?fit=crop&h=600&w=600,"Filetes hígado de cordero, Bandeja, 340 Gramos aprox., 4,42€ por Unidad"
36,Conejo y cordero,Garretas brazuelo de cordero,Bandeja 600 g aprox.,"10,17 €",,https://prod-mercadona.imgix.net/images/2723c4a65a5c63fec8eec25ef815a910.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/620ba2dff366a51b04e8409971fbbee3.jpg?fit=crop&h=600&w=600,"Garretas brazuelo de cordero, Bandeja, 600 Gramos aprox., 10,17€ por Unidad"
37,Conejo y cordero,Cordero chuleteado,Bandeja 640 g aprox.,"15,36 €",,https://prod-mercadona.imgix.net/images/aee485ada78606748dd6d5d1fd5d757b.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/8357a8c36097ecaf9bcc050fe791e200.jpg?fit=crop&h=600&w=600,"Cordero chuleteado, Bandeja, 640 Gramos aprox., 15,36€ por Unidad"
38,Conejo y cordero,Burger de cordero al romero,Paquete 2 ud. (240 g),"3,70 €",,https://prod-mercadona.imgix.net/images/ea1c49c71c2424324ad4ac73badbfedf.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/acde0a9c15e5c3b0e870070c99d163fc.jpg?fit=crop&h=600&w=600,"Burger de cordero al romero, Paquete, 2 Unidades (240 g), 3,70€ por Unidad"
39,Lechuga y ensalada preparada,Lechuga Iceberg,Pieza 1 ud.,"1,03 €",,https://prod-mercadona.imgix.net/images/e047afab489d1c6a9ffc9e7da122ce3f.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/8271becd4671e54a90efda7f6ad379fb.jpg?fit=crop&h=600&w=600,"Lechuga Iceberg, Pieza, 1 Unidad, 1,03€ por Unidad"
40,Lechuga y ensalada preparada,Ensalada mezcla 4 estaciones lavada,Paquete 250 g,"0,86 €",,https://prod-mercadona.imgix.net/images/521b7ea477692d5b5ae5835f2aea842c.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/ee4688e4668016f38caf1b59c2a6783b.jpg?fit=crop&h=600&w=600,"Ensalada mezcla 4 estaciones lavada, Paquete, 250 Gramos, 0,86€ por Unidad"
41,Lechuga y ensalada preparada,Lechugas corazón romana,2 ud.,"1,65 €",,https://prod-mercadona.imgix.net/images/f073d57203d1d5b93f0aa0b07f5b1f3a.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/1755c622b72577ad73b561b5b20d2a3e.jpg?fit=crop&h=600&w=600,"Lechugas corazón romana, 2 Unidades, 1,65€ por Pack"
42,Lechuga y ensalada preparada,Ensalada mezcla brotes tiernos lavada,Paquete 100 g,"1,19 €",,https://prod-mercadona.imgix.net/images/cedcb3efedf4e23150f69621a434f073.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/db275ec70717bef5943e8a12e576b454.jpg?fit=crop&h=600&w=600,"Ensalada mezcla brotes tiernos lavada, Paquete, 100 Gramos, 1,19€ por Unidad"
43,Lechuga y ensalada preparada,Canónigos lavados,Paquete 125 g,"1,18 €",,https://prod-mercadona.imgix.net/images/f0e683ae77cdd6372eaafd6420cc0171.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/6b0670af1f9f278a118a21fe4e284531.jpg?fit=crop&h=600&w=600,"Canónigos lavados, Paquete, 125 Gramos, 1,18€ por Unidad"
44,Lechuga y ensalada preparada,Lechuga iceberg cortada y lavada,Paquete 250 g,"0,90 €",,https://prod-mercadona.imgix.net/images/580c669243865a140be58304751de37b.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/1771a250e8343ae373ecefbf5a022dc2.jpg?fit=crop&h=600&w=600,"Lechuga iceberg cortada y lavada, Paquete, 250 Gramos, 0,90€ por Unidad"
45,Lechuga y ensalada preparada,Ensalada mezcla gourmet lavada,Paquete 175 g,"1,06 €",,https://prod-mercadona.imgix.net/images/898858daf3420ea3c25faafc2a5fe30e.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/64f9357c3c8be9cae5143c5e48431d09.jpg?fit=crop&h=600&w=600,"Ensalada mezcla gourmet lavada, Paquete, 175 Gramos, 1,06€ por Unidad"
46,Lechuga y ensalada preparada,Cogollos de lechuga,3 ud.,"1,05 €",,https://prod-mercadona.imgix.net/images/f21a3360ecdc0517846ba3ad76d5382c.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/388a9a2ef66eb8cc3e5d4969f2892b59.jpg?fit=crop&h=600&w=600,"Cogollos de lechuga, 3 Unidades, 1,05€ por Pack"
47,Lechuga y ensalada preparada,Lechuga corazón romana,Paquete 1 ud.,"1,10 €",,https://prod-mercadona.imgix.net/images/ecea548419831d3cfa93562fbe38f8f6.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/d162fef0ae798e3544f62b4c27af847d.jpg?fit=crop&h=600&w=600,"Lechuga corazón romana, Paquete, 1 Unidad, 1,10€ por Unidad"
48,Lechuga y ensalada preparada,Endibias,450 g,"1,87 €",,https://prod-mercadona.imgix.net/images/0b2f0449ace358bbf088184b7fd2dbbb.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/8ca8c62b251b38f844bb22072c816cb6.jpg?fit=crop&h=600&w=600,"Endibias, 450 Gramos, 1,87€ por Pack"
49,Lechuga y ensalada preparada,Ensalada mezcla brotes tiernos maxi lavada,Paquete 175 g,"1,65 €",,https://prod-mercadona.imgix.net/images/ffb3cbb7eed802805b99ed388c08ef7d.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/b85224ae05a54889f31312b4da23c54d.jpg?fit=crop&h=600&w=600,"Ensalada mezcla brotes tiernos maxi lavada, Paquete, 175 Gramos, 1,65€ por Unidad"
50,Lechuga y ensalada preparada,Ensalada mezcla gourmet maxi lavada,Paquete 300 g,"1,76 €",,https://prod-mercadona.imgix.net/images/0929ebf10d8559d3c6dd22334c32c263.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/b29687d46b7019ecd26e66ba6b15ec35.jpg?fit=crop&h=600&w=600,"Ensalada mezcla gourmet maxi lavada, Paquete, 300 Gramos, 1,76€ por Unidad"
51,Lechuga y ensalada preparada,Ensalada mezcla tierna lavada,Paquete 150 g,"1,24 €",,https://prod-mercadona.imgix.net/images/2a015ff6ee9a146c2d74715dbcd14685.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/c1c599413441aa7309ef4d2a38c93c23.jpg?fit=crop&h=600&w=600,"Ensalada mezcla tierna lavada, Paquete, 150 Gramos, 1,24€ por Unidad"
52,Lechuga y ensalada preparada,Rúcula lavada,Paquete 50 g,"0,83 €",,https://prod-mercadona.imgix.net/images/83a2c7a099eeace37c9fd9081cfc8e76.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/b51c1678206ddbee72373adc52633d8f.jpg?fit=crop&h=600&w=600,"Rúcula lavada, Paquete, 50 Gramos, 0,83€ por Unidad"
53,Lechuga y ensalada preparada,Cogollos corazón de lechuga,6 ud.,"1,98 €",,https://prod-mercadona.imgix.net/images/cb2638ddbf275db6fb076609ecfc7766.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/e779d3c418dfa73447c40257604e9053.jpg?fit=crop&h=600&w=600,"Cogollos corazón de lechuga, 6 Unidades, 1,98€ por Pack"
54,Lechuga y ensalada preparada,Ensalada mezcla dúo canónigos y rúcula lavada,Paquete 100 g,"1,44 €",,https://prod-mercadona.imgix.net/images/e9c3ec4c50c66754bbe94ab1ddaee683.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/2a34f761c64845e640a7458fd2df6225.jpg?fit=crop&h=600&w=600,"Ensalada mezcla dúo canónigos y rúcula lavada, Paquete, 100 Gramos, 1,44€ por Unidad"
55,Lechuga y ensalada preparada,Lechuga hoja roble,Paquete 1 ud.,"1,51 €",,https://prod-mercadona.imgix.net/images/76053a23da820d699b8ee7bd4a288131.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/157aa6926e676f14ed560524525b42a3.jpg?fit=crop&h=600&w=600,"Lechuga hoja roble, Paquete, 1 Unidad, 1,51€ por Unidad"
56,Lechuga y ensalada preparada,Escarola rizada cortada y lavada,Paquete 150 g,"1,24 €",,https://prod-mercadona.imgix.net/images/1d36f182ba3c84584ce170e6a85b7363.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/6757d17921925460eef6f2df91e50a7d.jpg?fit=crop&h=600&w=600,"Escarola rizada cortada y lavada, Paquete, 150 Gramos, 1,24€ por Unidad"
57,Lechuga y ensalada preparada,Escarola rizada,Paquete 1 ud.,"1,80 €",,https://prod-mercadona.imgix.net/images/0519eae2b26f56f98a5e95a6c2a6f669.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/faba33d2666c074ddd24a453cc7f0039.jpg?fit=crop&h=600&w=600,"Escarola rizada, Paquete, 1 Unidad, 1,80€ por Unidad"
58,Lechuga y ensalada preparada,Espinacas baby lavadas,Paquete 100 g,"1,15 €",,https://prod-mercadona.imgix.net/images/a91f13d218a7badd0b10b7b0e3088f20.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/3c02d9eb14b7abcc8b6fb72e849cd7e8.jpg?fit=crop&h=600&w=600,"Espinacas baby lavadas, Paquete, 100 Gramos, 1,15€ por Unidad"
59,Lechuga y ensalada preparada,Lechuga romana cortada y lavada,Paquete 200 g,"1,12 €",,https://prod-mercadona.imgix.net/images/de27c05991934ccea736560b54d21694.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/24e28fd7ceb83e72513202b9e7d1c990.jpg?fit=crop&h=600&w=600,"Lechuga romana cortada y lavada, Paquete, 200 Gramos, 1,12€ por Unidad"
60,Lechuga y ensalada preparada,Ensalada César,Bol 210 g,"2,55 €",,https://prod-mercadona.imgix.net/images/458885d68d0da9b9d21151044a21c493.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/1dbbce9425b3a12ed810c3d364a38e6c.jpg?fit=crop&h=600&w=600,"Ensalada César, Bol, 210 Gramos, 2,55€ por Unidad"
61,Lechuga y ensalada preparada,Ensalada California,Bol 192 g,"2,29 €",,https://prod-mercadona.imgix.net/images/9a77cee58d49199c38031540d40c258e.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/0d431112e7c36e59ad8dac4e2f5a5c4b.jpg?fit=crop&h=600&w=600,"Ensalada California, Bol, 192 Gramos, 2,29€ por Unidad"
62,Lechuga y ensalada preparada,Wraps Texas,Bol 300 g,"2,99 €",,https://prod-mercadona.imgix.net/images/8d7e5cfe79776867d71e9e551533d06c.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/efda685677d87af5487c6818a444faed.jpg?fit=crop&h=600&w=600,"Wraps Texas, Bol, 300 Gramos, 2,99€ por Unidad"
63,Lechuga y ensalada preparada,Ensalada de la casa,Bol 400 g,"2,18 €",,https://prod-mercadona.imgix.net/images/3eb7ffbabe63f52d29c3e984ae4208b1.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/52f2f2576c188641be0c2905c8894f57.jpg?fit=crop&h=600&w=600,"Ensalada de la casa, Bol, 400 Gramos, 2,18€ por Unidad"
64,Lechuga y ensalada preparada,Ensalada mil islas,Bol 330 g,"2,55 €",,https://prod-mercadona.imgix.net/images/9c176b74242a32da83d530bd9a33e983.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/0c781eebac8e57b13d6f07b6e353fdd9.jpg?fit=crop&h=600&w=600,"Ensalada mil islas, Bol, 330 Gramos, 2,55€ por Unidad"
65,Lechuga y ensalada preparada,Ensalada ensatún,Bol 250 g,"2,49 €",,https://prod-mercadona.imgix.net/images/d90a20ad3e45b63ae278f9700c9fe117.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/a18d5994459355a4ee90d04896f7abed.jpg?fit=crop&h=600&w=600,"Ensalada ensatún, Bol, 250 Gramos, 2,49€ por Unidad"
66,Lechuga y ensalada preparada,Ensalada jamón,Bol 215 g,"2,49 €",,https://prod-mercadona.imgix.net/images/2a4da1af34dd617349b6d22d03319e04.jpg?fit=crop&h=600&w=600,https://prod-mercadona.imgix.net/images/b495a2c7d4c9d18b950c5494c7099feb.jpg?fit=crop&h=600&w=600,"Ensalada jamón, Bol, 215 Gramos, 2,49€ por Unidad"
